cycle_id,datetime,capacity_Ah,soc_cycle,t_to_2.7V,t_to_Tmax,T_max,thermal_integral,Vmeas_minus_Vload_mean,Imeas_minus_Iload_mean,voltage_mean,current_mean,temp_mean,duration_s,soc_zero_duration,soc_mean_rate,soc_max_rate,soc_drop_q1,soc_drop_q2,soc_drop_q3,soc_drop_q4,soc_whole_mean,soc_whole_max,soc_whole_rate_mean,soc_whole_rate_min,soc_cyclecap_mean,soc_cyclecap_rate_mean,soc_cyclecap_rate_min
74,2008-04-20 15:37:05,1.813969388710352,0.9770975921350076,3270.922,3290.688,-38.18831137948753,4974.864387182219,1.029161099904658,-0.013664625749547613,3.556833231052199,1.913620909902553,-31.565586498787077,3410.688,3270.922,0.00029216590188210165,0.0003085463253275026,-0.24716343724524725,-0.26118850042775155,-0.26740187621050715,-0.22424618611649405,0.4774760028230707,0.9770975921350076,-0.0002854745992329542,-0.0003014798715396099,0.4886676690910285,-0.00029216590188210165,-0.0003085463253275026
78,2008-04-20 20:50:38,1.802765665167823,0.9710626880376818,3250.922,3270.734,-37.998541119085836,4959.92515549115,1.0506541998489936,-0.01353825872491125,3.5624410850948944,1.9025819745719061,-31.59124667045208,3410.718,3250.922,0.0002923003762179532,0.0003106116339659012,-0.24872604592522152,-0.26299261971940335,-0.26875486811853677,-0.21952646623683836,0.4716988630888273,0.9710626880376818,-0.0002838419890446313,-0.00030162336821470265,0.48575531621139084,-0.0002923003762179532,-0.0003106116339659012
82,2008-04-21 02:15:02,1.804077040117352,0.9717690623092355,3253.234,3273.156,-38.194201649765226,4952.415563707521,1.0378220293668852,-0.013644581446313857,3.5591407106855666,1.9130621638638965,-31.603485399391182,3392.719,3253.234,0.00029368849003583354,0.0003102188978179876,-0.2485616460557073,-0.26308141781173056,-0.26303485996057197,-0.22532207617199018,0.4746560080461154,0.9717690623092355,-0.000285397388573137,-0.0003014611274431943,0.48844527620397804,-0.00029368849003583354,-0.0003102188978179876
86,2008-04-22 15:33:49,1.8518025516704486,0.9974764875349146,3326.578,3345.656,-38.45796400011448,4977.807275957567,1.0452810923480473,-3.827354505258574,3.5573161327793144,1.920618117118412,-31.91556385491565,3470.672,3326.578,0.0002876308202390627,0.00030234638679694885,-0.2574942269131748,-0.2630758425911719,-0.2630882536249114,-0.2163416768707419,0.47915918230232163,0.9974776783192708,-0.0002869049802788467,-0.00030158341192109556,0.48037140553205243,-0.0002876308202390627,-0.00030234638679694885
90,2008-04-22 20:26:18,1.8307038456739428,0.9861116348782737,3289.187,3298.703,-38.49126351534004,4711.8203001010115,1.0368488649645184,-3.846033770891264,3.561870782772737,1.9298830859597569,-32.081128118597164,3414.109,3289.187,0.00029235048847196614,0.0003059246095160756,-0.25768006749270056,-0.2604090609944819,-0.26026777960709835,-0.22164309190571918,0.4760192093498938,0.9861116348782737,-0.0002882902181445525,-0.00030167581683938904,0.4827234488604872,-0.00029235048847196614,-0.0003059246095160756
94,2008-04-23 01:18:11,1.8199041089501267,0.9802943389447215,3270.172,3279.703,-38.31473393357882,4671.567662982254,1.0412324629271108,-3.8449765615383917,3.5617586337260088,1.9293005284805407,-31.849792632896243,3395.219,3270.172,0.00029399306944112976,0.00030760617504097844,-0.25638816620597105,-0.26184895639481276,-0.2617371273892757,-0.2200257500099405,0.4730774718861596,0.9802943389447215,-0.00028819974166212207,-0.000301544592017108,0.48258717110967264,-0.00029399306944112976,-0.00030760617504097844
98,2008-04-23 06:18:19,1.8093079637028517,0.9745867078945714,3251.391,3251.391,-37.861934640176806,4714.0937683869715,1.0495567319591406,-3.8332420374940703,3.5597307651083123,1.923330987770314,-31.465690433362017,3386.0,3251.391,0.0002948072731260069,0.0003095629330121391,-0.25781365003193457,-0.26323379074937303,-0.2605430874045024,-0.21840947181419001,0.46899185817147787,0.9745867078945714,-0.0002873152497792507,-0.0003016959197704866,0.4812212750004101,-0.0002948072731260069,-0.0003095629330121391
102,2008-04-23 11:08:00,1.80460990458052,0.9720560906279802,3243.015,3252.515,-37.90665575786083,4643.989536197414,1.0459881997985359,-3.8434158869208974,3.5575937553540915,1.9284469980320087,-31.40934895665031,3368.187,3243.015,0.0002963486680100157,0.0003102178752601593,-0.25856301892441147,-0.2612008356424321,-0.2611392042333417,-0.2190969411998147,0.46901037434268134,0.9720560906279802,-0.0002880675276886251,-0.00030154917506830525,0.48249311831345587,-0.0002963486680100157,-0.0003102178752601593
106,2008-04-23 16:06:25,1.7993770651972192,0.9692374130950105,3233.172,3242.719,-38.34003238560517,4713.1257106322055,1.0564210106160217,-3.8325916939471605,3.5597237883937995,1.9231439161693824,-31.902247475518077,3368.266,3233.172,0.00029639199118886196,0.0003113118096854453,-0.25946876299580546,-0.26191030192058773,-0.2619662577313935,-0.21665467735221333,0.4662046666717059,0.969239366233085,-0.00028727420680197145,-0.0003017350530854432,0.4810015176601583,-0.00029639199118886196,-0.0003113118096854453
110,2008-04-23 21:02:58,1.7884432335370462,0.9633478867036308,3213.969,3233.0,-38.0745950590744,4706.034677037997,1.0603988187757938,-3.820622206383641,3.559061771422033,1.9170149640438081,-31.649024294808623,3358.719,3213.969,0.00029726010353233324,0.00031303909336904273,-0.2579525875636095,-0.263404119507597,-0.263508935987668,-0.21513435694112548,0.4620788723432276,0.9633495002454336,-0.00028636489253917576,-0.0003015655490526889,0.479659403130433,-0.00029726010353233324,-0.00031303909336904273
114,2008-04-24 01:51:33,1.7829230484252723,0.9603744299218223,3204.25,3213.813,-38.07252758016199,4731.848921725775,1.0548950795687873,-3.8307216341870363,3.557015527748059,1.922048805055383,-31.48874626238971,3339.5,3204.25,0.00029895864324957106,0.0003139341876077992,-0.25870397736653583,-0.26136579274197413,-0.2613042952783152,-0.2186259346131748,0.4618381532034322,0.9603760750903505,-0.0002871122365810083,-0.0003014943664568087,0.4808938459981982,-0.00029895864324957106,-0.0003139341876077992
118,2008-04-24 06:50:00,1.7730337158018288,0.9550475246530081,3186.406,3195.937,-37.80133585100446,4783.170111462087,1.0641105529096582,-3.819039832716786,3.5562481933590964,1.9162302821549877,-31.329995610092634,3331.265,3186.406,0.00029971047354946767,0.0003157555761107156,-0.26021695179604587,-0.26281315216536183,-0.26289684408549696,-0.21407305195309534,0.457926342990734,0.9550496248501841,-0.0002862377458760002,-0.00030156158135992775,0.4794801632066527,-0.00029971047354946767,-0.0003157555761107156
122,2008-04-24 11:49:24,1.773037755078937,0.9550497004162602,3185.766,3195.469,-38.39873985476869,4837.96150925344,1.0563967793697424,-3.8302546661452217,3.5532756526091784,1.9220800182578983,-31.569551201845574,3321.188,3185.766,0.00030062527427145733,0.00031582253695643797,-0.2573155140049532,-0.2629031412555636,-0.2628611803288359,-0.21692016441064732,0.45912951546375785,0.9550497004162602,-0.0002871120781305114,-0.00030162621930496236,0.4807388717714328,-0.00030062527427145733,-0.00031582253695643797
126,2008-04-24 16:45:56,1.7678721106662054,0.9522672175646096,3176.766,3186.407,-38.74929237918251,4817.015901651982,1.0637565724853253,-3.8188305214255616,3.556266431640255,1.9162417890311958,-32.111426258867944,3321.844,3176.766,0.0003005982455451188,0.00031674901191513713,-0.2579588746928829,-0.26365489533179065,-0.26368865599677194,-0.2146975739785545,0.4565591196863031,0.9522672175646096,-0.0002862498548900537,-0.0003016297002427712,0.4794443316592765,-0.0003005982455451188,-0.00031674901191513713
130,2008-04-24 21:38:11,1.7623150704093087,0.9492739086983165,3166.922,3176.625,-38.87275464755104,4754.124615817491,1.0618123668728392,-3.8181809823517754,3.5563095420140822,1.9158809823517762,-32.271676011112376,3311.828,3166.922,0.0003014934936140702,0.00031772947937940173,-0.25877957425396203,-0.2645303905409685,-0.2613253077289047,-0.21536472747616475,0.4550338372792685,0.9492750463380856,-0.00028619990713013924,-0.0003016123047991613,0.47934935650262384,-0.0003014934936140702,-0.00031772947937940173
134,2008-04-25 12:03:44,1.7676172924938447,0.9521299593373235,3187.984,3207.812,-38.503541429116005,4950.366469244039,1.0423307393222625,-0.013640626575304076,3.558950851054106,1.9114406265753041,-31.842291659678658,3327.391,3187.984,0.00029947723953771137,0.0003166734085367287,-0.2473454496225469,-0.26203080152357017,-0.2677415564082498,-0.22288219244563312,0.46457917532908727,0.9521299593373235,-0.0002851412519034949,-0.0003015142395932889,0.4879367262557639,-0.00029947723953771137,-0.0003166734085367287
136,2008-04-25 20:03:55,1.762668359743147,0.9494642085785509,3167.671,3177.171,-38.27009094548294,4675.440946084312,1.054715832459241,-3.8180867562515908,3.5534418211598053,1.9158166997544155,-31.759815453754253,3312.078,3167.671,0.0003014003537902419,0.00031775244657565854,-0.25879304454659846,-0.26445823319724515,-0.2614317925264137,-0.2153169297297427,0.4551123822182751,0.9494642085785509,-0.0002861688483767474,-0.00030169457521185376,0.47933600667225457,-0.0003014003537902419,-0.00031775244657565854
140,2008-04-26 01:04:35,1.7517304870664143,0.9435725054869607,3148.359,3167.64,-38.11684755251712,4756.833996156571,1.0583928355602104,-3.816859392836264,3.5510121537420285,1.9151304155635374,-31.41911167391793,3293.172,3148.359,0.00030317638367210895,0.00031973634643304365,-0.2601810812184491,-0.263046233946589,-0.26299327404712103,-0.2137794107878409,0.45228653005156666,0.9435733650622254,-0.00028606889994596817,-0.0003016944254990708,0.4793341554798163,-0.00030317638367210895,-0.00031973634643304365
144,2008-04-26 05:57:35,1.7418496047960008,0.9382501520146926,3130.281,3139.953,-38.04152715355532,4747.045361193409,1.0614947510710908,-3.816020578439363,3.551317608213948,1.9148485784393638,-31.331626572312267,3275.328,3130.281,0.00030484713825953985,0.00032136002684479,-0.25865324926451905,-0.26461945471476833,-0.2615927080018611,-0.21513458801885155,0.4496917296472686,0.9382501520146926,-0.00028602287381325735,-0.00030151609403857027,0.47928767043805026,-0.00030484713825953985,-0.00032136002684479
148,2008-04-26 10:58:25,1.7360913511847138,0.935148459244402,3120.219,3129.859,-38.17980302242767,4789.773808512553,1.0628455874269531,-3.8153114327761557,3.549003180550162,1.9144128654409127,-31.35934131425137,3265.016,3120.219,0.00030579476531684827,0.00032245872187074143,-0.2596419322890202,-0.2623514246824885,-0.2622405466259451,-0.21576609640254618,0.44806898292360553,0.935148459244402,-0.0002859635036310541,-0.00030154677692734166,0.4791420854028294,-0.00030579476531684827,-0.00032245872187074143
150,2008-04-29 12:15:56,1.7936240148573608,0.9661385230754256,3223.297,3242.437,-40.71218198711114,4528.404993260017,1.0320401149943932,-3.8641628456559656,3.5597648340955175,1.9388813849818083,-34.31088483888259,3328.937,3223.297,0.00029978040852555207,0.00031216491523545446,-0.25718871547663746,-0.2598590581673146,-0.2597199519568195,-0.22323227439922844,0.4686274448419053,0.9661385230754256,-0.0002896294011398245,-0.0003015945501615453,0.4850520227163326,-0.00029978040852555207,-0.00031216491523545446
154,2008-04-29 17:05:27,1.7831890223273275,0.9605176972012408,3204.657,3214.125,-39.885261233152924,4579.288447990268,1.0577499286188776,-3.8415479279517264,3.5623454342368555,1.927509725704535,-33.43585640373788,3329.266,3204.657,0.00029976206312570065,0.00031403827358307546,-0.2586075812255946,-0.2612675079950897,-0.26140936414517735,-0.2187155466341384,0.4632752732764862,0.9605176972012408,-0.000287926766581791,-0.00030163931937506744,0.4823183108717091,-0.00029976206312570065,-0.00031403827358307546
158,2008-04-29 22:00:04,1.7673642076278957,0.9519936347583842,3176.516,3195.516,-39.18287352945846,4591.235355879346,1.0552120117292672,-3.8400075496253003,3.558336657621618,1.9267185977839403,-32.66698125020078,3301.579,3176.516,0.00030230903277507,0.0003171224561196173,-0.25809043879173466,-0.2607106032197911,-0.26067876781944865,-0.22052019016902558,0.4589069995732014,0.9519936347583842,-0.00028779627493183033,-0.00030189855966482326,0.4820483906803346,-0.00030230903277507,-0.0003171224561196173
162,2008-04-30 02:43:55,1.7570177850353066,0.9464205172265512,3158.156,3167.906,-38.951564804030774,4661.645084795097,1.0569960446057751,-3.8389177295532693,3.554013138622869,1.9261308349663746,-32.28423408691397,3283.563,3158.156,0.00030399841099888807,0.00031857420749692444,-0.25655037528802027,-0.2622959967729115,-0.2621712142450676,-0.21898241369400062,0.4561985929742731,0.9464205172265512,-0.00028771033337361744,-0.00030150516623427687,0.4820252569239999,-0.00030399841099888807,-0.00031857420749692444
166,2008-04-30 07:41:42,1.7468706179837907,0.9409547290193551,3139.781,3149.516,-38.607510759873634,4706.629310219275,1.064967524457727,-3.8270226781375207,3.552376095886298,1.9202346781375206,-32.00739178780946,3275.125,3139.781,0.00030483671027138474,0.00032036031214273397,-0.258151997208809,-0.2639005190582726,-0.26074888957137776,-0.21719859416154064,0.4521043737438062,0.9409561501144821,-0.00028683754410856253,-0.0003014445507008266,0.48047409700037397,-0.00030483671027138474,-0.00032036031214273397
170,2008-04-30 12:28:49,1.7417172507457144,0.9381788592880077,3130.359,3140.047,-38.920359903369054,4772.838606934445,1.0712232458109536,-3.8266856771059934,3.549618661283733,1.9201011498853633,-32.06387071886056,3265.656,3130.359,0.0003057117131247356,0.00032134306452141076,-0.25877320860373443,-0.2615446299486457,-0.2615832961179484,-0.2180988653296715,0.45089722164027707,0.9381788592880077,-0.00028681226629034704,-0.0003014772697128021,0.4806090194597508,-0.0003057117131247356,-0.00032134306452141076
174,2008-04-30 17:20:16,1.7364225056478186,0.9353268361401414,3120.796,3140.125,-39.23273115358871,4835.654989329967,1.076555815967317,-3.815317208826449,3.54938103086703,1.9144278105456467,-32.43754560319043,3266.093,3120.796,0.00030573378104181795,0.0003226671662941438,-0.25950034707225067,-0.26236652078726763,-0.26238878599248006,-0.21574434614800164,0.4482114143920214,0.9353272840891489,-0.0002859610101230064,-0.00030179925977621286,0.47920298774028247,-0.00030573378104181795,-0.0003226671662941438
178,2008-04-30 22:14:54,1.7263217239235826,0.92988603346571,3102.782,3112.469,-38.964927068400804,4766.775216716223,1.0785653163177575,-3.8031763386874977,3.5472118680418956,1.908340706503589,-32.16809876635083,3257.594,3102.782,0.00030653391126323653,0.0003242840344522477,-0.2611234369244635,-0.2639296436574994,-0.26401057897675806,-0.21093634044127907,0.44418474665582586,0.9298879502177961,-0.00028504160286730077,-0.0003015471945130542,0.4776765438667117,-0.00030653391126323653,-0.0003242840344522477
